You have to go here just once to see the amazing views.The hotel is a work of art! We paid to go on the Viewing Deck and it was fantastic.We went up in the daytime but I would love to go at night just to see Singapore lit up. You can just about see the people in the swimming pool from one viewing point as this is only accessible to hotel guests. The views totally blew me away - put this on your to do list.,4,
"We were a garden view facing the gardens by the bay, we also faced a motorway which I thought would be very noisy surprisingly it wasn't. The hotels service was amazing, the staff were friendly & helpful. We got shampoo,shower gel, conditioner, soap, toothbrush set and a comb. The pool had an amazing view of all of Singapore skyscrapers! The poll was an infinity pool and was 150m long. The pool was filled with people with selfie sticks and the keycard for the lifts didn't work well. :( overall a six star hotel, with great service.",5,
"A good friend and I were at MBS on the 30th of June for his belated birthday celebration, having not seen each other for a year. Arif & the reservations team made the whole MBS experience wonderful. Special care was taken to allocate requests & Arif was very friendly and handled the check-in process smoothly. The room was amazing, the infinity pool even more so and my friend had a great first impression of Singapore. Thank you MBS!",5,
"The Marina Bay Sands is the latest icon on the Singapore skyline and likely to remain that way for the forseeable future. The architecture is dazzling and the entry lobby is stunning and impressive. Helpful and charming staff make the check-in process a pleasure. There are 3 towers and we were in Tower 3, 40th floor with amazing ocean views. The pool is on the roof in a stunning cantilevered constructions that reminds one of a canoe. looking at it from below. But the infinity pool with the illusion of a orizon at pools edge is startling. There is a wealth of shopping associated with the hotel and a number of restaurants, all of high quality. I would give this hotel 5 starts but for the fact that you can't walk out and be on a Downtown Street like the Swissotel. But there is the…",4,
"This is such an iconic hotel in Singapore and one must stay here at least once. The service is outstanding. For the hotel this size your made felt special everywhere you go, The check in process was quick and simple and the check in staff were very helpful with providing quick information and ideas on things to do. Our room was ready well ahead of time which we really appreciated. Our room was big and luxurious as one would expect. Also a great city view. There are lots of lifts so it never took long to get to the room. The pool was brilliant and a must if you stay here. Yes its cold and its crowded but I agree if it was any warmer there would be no room to move in the pool. Lots of loungers which is great so it was never hard to get one.  Overall a must stay if you visit…",5,
"The MBS is certainly one of the best hotels I've stayed in.  A key contributing factor is the fact that it is fairly new and everything is in good condition and the rooms are pretty awesome.    The only downside is that a lot of guests staying there have no respect for anyone else, the environment or perhaps anything at all.  They simply have so much money they believe that they are above humanity.  Like the foul people their foul kids have the same attitude.    The pool deck could have been absolutely amazing, however it was mostly under construction while I was there.  If you're considering staying here, then first check the status of the construction.  You don't want to be paying MBS prices and then finding you can't enjoy the facilities.  There was a jack hammer going off…",5,
"Me and my boyfriend only spent one night at MBS.   We went to check in at 11 a.m and was told the room was not ready, so we went out for lunch and came back later at 3 p.m to collect the key cards. The receptionists were alright, they didn't have much smile but nothing to complain about it. Our luggage were delivered to the room 5 minutes later after we got in, that was quick! And the porter man explained all the facilities in the room and how to connect to wifi. Very helpful! But our room was a deluxe room on 5th floor, no view, couldn't see the sea nor city view. So if you want to see a better view, better ask for a higher floor.  What made me surprise was that when we finished the schedule of our first day in Singapore and opened the door of our room, I saw two beautiful…",4,
"We are fortunate to be in Singapore  at a time when they are celebrating their golden jubilee.   As a result, fireworks and a airshow displays are being practiced each week till August.  An amazing area that has been reclaimed from the sea.  The area at night looks amazing with all the coloured lights used.  Well worth a visit.  Lots of eateries around also.",4,
"By far the wort service I have received from an alleged 5 star hotel.   We came here for a night for my wife's birthday - we had two club rooms with an interconnecting door. $720 per room, per night.   Based on the above price we were expecting reasonable service.   A week before we arrived I asked if I could arrange a birthday cake for my wife. Not a complimentary one but one that I would pay for. I was told ""send us an email"".  I sent 3 emails over 4 days and received no response. I called up again and was told ""send us an email"".  After explaining that I had already sent several the lady reluctantly said she would email options through. When the email finally arrived it contained the room service menu and the only cake on it was a slice of cake. Not exactly what I was…",1,
"My first trip to Singapore and Marina Bay Sands has left the best memory of the city!! Rooms-Very clean, has every basic need in the room. The view is just unforgettable. Be it Garden side or sea-side. Service-The best experienced ever!!humble, quick and very systematic Location-You can cover most of the places in Singapore by yourself rather by walk. Gardens by the bay, Singapore Flyer, Merlion, Lao Pa Sat,etc are all nearby Pools- Ultimate view from the 57th floor..Dont miss this if you are staying back. Restaurants=Yummy breakfast!!",5,
"We had a great week at MBS. Staying at the Orchid Suite we were provided with an excellent and clean room with excellent views of the ocean. The Club and staff were amazing and courteous. As it was my wife's birthday during our stay, the team ensured a memorable week of celebration. Would recommend Osteria Mozza for a wonderful dinner.",5,
