"Stayed there few days back. The Hotel has a very feel good factor. The ambiance is nice. Lots of tourist and business travelers stay here. Staying here once is a must if visiting Singapore. The rooms are clean and spacious and well equipped. Rooms on the Garden Bay Side give a nice view of the Garden and Harbour Areas and Singapore Flyer. Staying on this side below floors 15 means a bit of noise from the cars moving on the road below, if you intend to open the balcony doors...else there is no noise. Rooms on the bay side give a nice view of the bay, merlion and clarke quay and business district but prefer rooms above 5 floors to not get obstructed view because of the Sands Shoppee Mall. There are plenty dinning and eating options, in the Hotel and the Mall in Front. The Top…",4,
"The location is walking distance to Gardens by the Bay and SIngapore Flyer.  It has casino, and high-end shopping stores.  Our room has a balcony but no bathtub.  It has no coffee-maker which is quite disappointing for a luxury hotel.  It has only complimentary water and nothing else.  Due to a big number of people checking-in, the standard and quality of service is not par to as expected. What makes it magnificent is the beauty of its structure.  Hope they will improve their standard and quality of their service.",3,
"This hotel is absolutely breathtaking. From location to interior design,customer services, facilities ad food. Everything you need is located near by. There is a shopping centre under the hotel. It's four stories high with every brand you can think off.  And of course the most famous pool in the world!  I can't explain that in words because it's just something you have to witness for your self! It's amazing  There is multiple restaurants up on the top as well and even bars and a night club.   You have to visit this hotel!   Enjoy ",5,
"The design and Infinity pool are two of the many things that make this an amazing property. Undoubtedly the best Hotel in SG! yes,there are so many other properties that provide good service and hospitality but the beautiful design,view this hotel offers is a notch higher.",5,
The pool....OMG it was amazing ...the hotel is to expensive for the things you get but the pool makes it worth...the rooms are clean and we had a balcony where i could smoke...the view again was amazing from the balcony....,4,
Was staying in the hotel for only 1 night because I wanted to experience to astonishing view of the rooftop pool. To my surprise the very friendly staff provided me with a upgrade from the basic room to one of the most expensive suites in the whole hotel!!! Overwhelming experience - Thank you!!,5,
"View from the hotel is unbeatable, but room rate is overpriced at min $ 600 per night. A lot of tourists and conference participants in the lobby, bars, pool and restaurant. Service is at best average vs other hotel. I would go to Macau Venetian with much better value for money for meeting.",3,
"Of all the hotels I have stayed in in the world. This takes the. Are for the most luxurious. We stayed in the two bedroom suite city view on room 55. Average price of $8000-$10,000 per night. It's was truly out of this world and I couldn't have asked for better service, room and amenities. The room itself had its own cinema, salon, private gym and spa, piano lounge, kitchen, bar, large office and two separate sleeping quarters. If you want luxury, this is the room for you. The shops under neath and opposite the hotel are fantastic. ",5,
It is one of the best things to do in Singapore.. This building is the icon of Singapore.... The service is wonderful the rooms are nice brakefast very good the pool on the top must have a visit in your life.... ,5,
"This hotel is a must do simply for the pool, it's views and a tick off the bucket list. Beside this it is pretty standard four star only. We stayed for three nights on the 41st floor. Great views - pretty much all rooms offer this. The rooms were modern and comfortable. The soaps and amenities are lovely!  First impression of the lobby was it felt like a big exposition -more like a busy airport- the place is huge and so lacks a personal touch. Even breakfast seemed like a production line where you were ushered in groups to your table instead of personally been shown to one.  I contacted the hotel several times before our arrival to arrange an early check but was told I had to enquire on the day- they were so kind enough to let us have our room at 10 am- very great full. The…",4,
"Do try to get a room as high up in the hotel as possible facing the city. We were on the 37 floor and the floor to ceiling view was awesome. The package including tea, evening drinks, and breakfast on the 55 floor was worth the money.  Yes, it is expensive. But the location is iconic. The pool is worth the price of staying at the hotel.",5,
Got the chance to stay there while on a conference. Rooms are relatively small compared to price level. This hotel is a status symbol and you see many people who stay there because it is this name. No breakfeast is served. Pool is nice view,3,
"Very cool location and attractions within the complex of the hotel. Restaurant were honestly amazing. We went to the Lift restaurant for dinner and had the buffet for lunch, both exquisite. The hotel mall is very nice and the walk to the gardens was beautiful. The infinity pool was very nice to see (packed with people though) and provides a beautiful view of the city.    My only quarrel is with the room in itself. I can understand and justify the price for perhaps the area and attractions but the room falls short of 5 star status. The bathing supplies were sub-standard(an unknown honest brand name); not of a quality worthy of 5 star hotel. The room was spacious but quite basic. No usb plug in, very basic alarm clock. The patio area was a plus though. We were lucky to arrive…",3,
