"On a recent family visit to Singapore this was definitely on our list of places to visit. The structure is massive and so iconic for Singapore it is hard to miss, dominating the city. It is worth visiting just to see the unreal architecture and the amazing views from the viewing deck.A unusual experience going in a lift with no windows and only buttons fro floor 1 and then 56..but the views justify it.  Equally it plays a key in the Light show in the Bay so it is amazing to see at night as well. A must visit in Singapore to sample the atmosphere and architecture",5,
This hotel is a must when visiting Singapore! The highest in Singapore with use of inifinity pool when you stay! When you go to Singapore it was definitely one of the highlights of our stay! Service is brillant always checking if you want drinks by the pool or if you need anything for the room. Heard the minibar can be expensive but we ordered a private fridge to the room and used that. ,5,
"So this is a very large, very busy and very impressive hotel. However, if you are looking for the personal touch, this is not the hotel for you.  The pool is the undoubted highlight, and wasn't too busy which was surprising. Service was good overall as were the restaurants we tried.   The room was surprisingly basic given the rest of the hotel, it was fine don't get me wrong, but a bit sparse and decoration was not what you would expect.   Not the sort of place I would stay for a long period, but for a couple of nights, it offers something quote different.",4,
"Stayed here last year.  As a spectacle it's unbeatable...  The only gripe, the room itself didn't really scream luxury. It was a little standard. At a hotel like this you'd expect a certain style type and quirks. It seems they put everything into the architecture instead.  I will be back to try the pool.  PS - I didn't fair well at all at the casino... ",4,
"This hotel and the surrounding shops and attractions could keep you busy for days.  The hotel itself is a marvel of architecture.  It is pricey for what you get, BUT, we only stayed there to be able to get up to the infinity pool and the MBS skywalk is included in the room price.  It was worth it just to be able to swim and take pics from the infinity pool.  A great view of the Gardens By the Bay just next door.  The connecting shops are huge and very upscale and trendy.  Many good restaurants in the complex.  If you want to eat on the cheap - there is a very good food court downstairs in the shops.  Of course the casino will be an attraction to a lot of folks.  Although I didn't gamble, I walked around the casino and it was laid out very nice.  The highlights of this stay for…",4,
"Service is NON existence in this hotel.. Where to start?  I am in the HOTEL at the time writing this review (11/18. 10.39am Room 4225 check it out)  The so call executive club is a joke, they are nothing more than a cafe in the 55 floor.  Beside serving you food, there practically can do nothing for you.  I forget my card, and they cannot even let you go back to the floor of your room, so you have to walk from Tower 2, all the way to the front lobby just to have your them issue you a card.  Unlike Ritz Carlton or Mandarin their executive club is able to provide you with a full range of services.  Next my baby girl spilled milk over HERSELF and the high chair.  So I thought the waitress (Mina) would go and get some napkin for me to clean up the baby.  Instead the first thing she…",1,
"This hotel is among the best I have visited. This is the type of hotel where someone literally do not need to leave because it has it all. They are built adjacent to a casino and high end shopping mall with numerous restaurants with all cuisines. They also have that beautiful infinity pool which everyone already know.  Our room type is premier room with harbor view. It is wonderful, spacious, with comfortable bed and pillow.   There are multiple breakfast option available. Meaning you can choose from 3 restaurants as you like. The options are Rise (ground floor), Spago (57th floor), and Adrift (ground floor). During our 4 days stay, we had the first day breakfast at Spago and the following days always at Rise. Spago is very popular. The breakfast at Spago started at 7am. By 7:30…",4,
The building has to be one of the worlds most iconic and the room and top floor infinity pool were equal to expectations....brilliant! The room was huge and fully specked out with all you could ask including multiple USB charging points. Our room was on the 46th floor and had a spectacular view as building curved and undercut beneath us. The pool deck is second to none and is a MUST DO. the view from the 150m infinity pool edge was mesmerizing. We were reluctant to return to Singapore as it is just tooooo capatalistic but as we had a conference here we had to come and staying at the Marina Sands made it a special trip indeed.,5,
"This hotel is a must see and stay when you visit Singapore. The awe of this hotel and shopping complex as it towers over the marina is simply stunning.  The lobby is stunning and ensure you check which desk you will be checking into before arriving as each tower has its own check in counter. Each room is set out perfectly and the lead in room (which is the most basic that the hotel has to offer) is amazing. Very spacious with great views and all including a bath. The garden view rooms are not to be overlooked as the night show of the gardens of the bay is beautiful to watch from your balcony.  There is plenty to do at this hotel with the skypark having the beautiful and extremely large pool on the roof, which has plenty of space for guests, the casino, plenty of shopping and…",5,
"This hotel is a gem, but beside it architecture is the service that reach a very high standard in excellence. Treat yourself with a package that include the club 55 access you wouldn’t regret it : no queue for breakfast or dinner and enjoy the unique view of this private club. Millions of comments have already made about the infinity pool and of course it is breathtaking! As every success it has a bad side : it is crowded all the time. But Singapore has so much to offer so once you made that famous picture, no need to come back and fight to get a place in the pool.   We had a specially smooth and great premium experience by getting picked up at the airport, checking made directly in the room. Thank you very much to all the staff which is one of the best I ever see. ",5,
"A great place to walk out and get some sunshine on a flying visit to Singapore. Beautiful views, lovely choice of food & drink and shops as museums pretty much.   Top tip do the bar option for $20 for the views at the top, all redeemable against the menu, good service, great choices and all the views anyway! ",5,
"I have had the pleasure of staying at many different hotels, but my goodness, this hotel tops all of them as the most amazing hotel ever. The staff here really knows what they are doing to help their guests feel welcome. I am not sure where to even begin.   When my room was cleaned a small bag with a few valuables was accidentally thrown in the trash, when I expressed my concern the staff went to the trash and found the bag and brought it back!!!!! IT was amazing !   When two kids who were unattended throughout the elevators and the pool area made me get hurt by the elevator, the hotel offered free breakfast and free VIP private luxury car to take my mother and I to the airport for our departure.   This is the type of hotel that Marina Bay Sands is. I live in Los Angeles and I…",5,
"I have been with my family to this hotel in Singapore and the service was impeccable, since we arrived at the airport. We did the transfer directly with the hotel, so there was a lady waiting literarily outside on the plane, and helped us until the security to show passports. Then the car was so luxurious, the check in was smoothly, we entered on the garage so did not do the check in at the main reception/ The room was huge, my both children were sleeping on the sofa bed, and the toilet was so big, that we could have shower all at same time, so we can imagine how bit. Infinity poor was overcrowded some days but a must. You need to take your room key so you can go inside, you have robes in the room, and towels upstairs on the 57th floor where infinity pool was. Lifts you need to…",5,
"Stayed in this hotel with my wife and two kids in the second half of October 2018 for two nights.  We stayed in a family suite.  Although family suites are located on lower floors, they offer a great value. Rooms are huge, bathrooms are very nice, and terrace is absolutely wonderful.  We had an issue with outside noise during our first night as terrace doors did not work properly.  Despite being full on the weekend the hotel found us another room, which was great. I would definitely recommend this hotel to others and stay there again.",5,
"Stayed for 4 nights at a one bedroom Suite, 30 Oct to 03 Nov. The room cleaner always made sure our room was very comfortable to stay in. She always leaves different animal towels for our kids and they loved it. She cleans very well but does not understand english, her name is Ms. Yu Lan Qi. Everything was perfect and we really enjoyed our stay. Will be back again.",5,
"I stayed here for staycation with my friend. This beautiful & unique hotel is ideally located. Great atmosphere, great service! Check-in was smooth as silk. From the moment we checked in, we were treated like a valued guest even though we hadn’t stayed there before. We were warmly greeted by Ms Jessica from the Reception who is charismatic & friendly. We were assigned room on Tower 3 overlooking the beautiful Gardens by The Bay. Nice room, very spacious & was kept spotless by the housekeeper. The infinity pool is the main highlight. Don’t forget to bring your key card. No card no entry. We really had a great time. Thank you everyone from MBS for making this stay a memorable one! ",5,
Just checked in at the marina bay sands. Not impressed!! The room has a very bad smell & is basic room for the price you pay. I’ve had a better rooms on the beach of Thailand. I asked for a harbour view room which you have to pay extra for instead of the garden view & once I arrived both rooms actually mean the same!!!  Very confusing wording on the room view options. When I rang the reception to complain about the terrible smell & view they didn’t offer to change my view only my room due to the smell. No offer of a complimentary. For a room that you pay over £500 a night for I really wouldn’t bother staying here,1,
"We stayed for just a night as we wanted to experience the infinity pool, but with the awesome room we had, we found ourselves enthralled by the amazing views of both the city from the main room and the gardens from the bathroom.  We made it up to the pool at sunset and it was everything we had hoped.  Not sure I would stay here regularly with the cost, but as an occasional treat it is well worth it!",5,
"We stayed here for 2 nights as part of our stop over through Singapore just to say we’ve “stayed there” - so glad we did!! Every little part of MBS was pure luxury, caring about all the details.  Check in was great - got a room upgrade to one of the club rooms on the 49th floor! Amazing bath, two sinks, beautiful view of marina bay. We were greeted by cute towel animal art too!  Floors were immaculately clean for carpet.  Go to the infinity pool before 8am - especially if you want to properly swim. They take out the lap lane by about 9am. Sun loungers IN the pool and poolside service - all with a beautiful view.  MRT is underneath so if you want to save on dining - just a short 5min trip will bring you to food and shopping more than half the price.   Gym - got protein shakes at…",5,
"Stayed at MBS Hotel Tower 2- premier city view room 3250 from 14-16Nov. Had an extremely pleasant stay at this hotel, everything was up to and even exceeded expectations. Staff are hospitable and friendly, and service feels warm, personal and genuine. Bathroom is very big and makes me feel like a palace whenever I step inside. Infinity pool @ 57th floor has more than enough space for everyone and it is an enjoyable experience to look out at the city, especially at night. Fitness centre @ 55th floor has a full range of state-of-the-art gym equipment with city views and is the best gym I can ever ask for, the sauna and hot pool is simply relaxing and allows me to meditate peacefully as I throw my troubles out of this world. Room is extremely spacious and is able to accommodate up…",5,
"Marina Bay Sands is a modern icon of Singapore and is one of the most spectacular hotels, especially from the rooftop infinity pool and garden, that you could find.  It is packed with restaurants, a casino, shopping centre, conference facilities and adjacent to the gardens and bayfront area. Rooms have spectacular views too but are on the basic side for a luxury hotel.  Service was also a bit below top 5 star levels found elsewhere in Singapore - aka the superb Raffles, e.g. No turn down service, no minibar, poor WiFi and waiting on hold for in room dining to answer - but the quality of food was very good when it arrived!",4,
"The hotel is in a perfect location, you have access to the shops and the restaurants which is amazing, you also can walk right over to the gardens by the bay which is such a sight to see.   But the hotel lacks hospitality, and service. The rooms are kinda small, compared to a New York or a Paris size room, and I guess my disappointments are really in the hospitality with the staff.   We stayed here to check out the pool, we had 2 nights in Singapore and you cannot visit the pool unless you’re a guest or the hotel, which is rightfully so. The views on the rooftop were amazing. We e joyed our time in Singapore but was disappointed with this resort. I really thought they could have been better.",3,
"The hotel is an icon and a stay here is unforgettable as it is such an unusual experience. We stayed here for 8 nights in April and enjoyed a room towards the city skyline with a great view. The pool area is a crazy scene with people posing to their mobile phone all the time and the lounge music filling the air in 190 meters height. The breakfast is equally an unusual experience as you have to get up early when the breakfast restaurants (the one on the pool floor is the best!) opens to avoid waiting too long in a line. Waiting in line soon becomes part of the experience at Marina Bay Sands, which makes it a bit tivoli like. The breakfast was good though. We had dinner 4 times at Lavo, the restaurant situated on the pool level, and it was a great experience (and magnificent…",4,
"Check in was a bit slow and i understand due to number of guest.Hotel was impressive inside.Very accomodating staff upon entry.Manage to get a high floor with a nice garden view.The exciting part was the pool,but the downside was you need to bring your hotel card each person.We only bring one card just to see the pool at around 530pm,but the staff was very accomodating to let us in just asking our room number and are we a valid guest.They are very polite and with a smile to us...Pool was great and we manage to find a place near to the pool.When we exit we must tap in the card again just like in a subway..Special mention to the staff at the gate rachel and dennis who was very friendly and  remembering us upon exit,as i joke with them that im James Bond.:)very impressive…",5,
gorgeous hotel and the staff couldn't do enough to help. I recommend cocktails in Ce la Vie the views are beyond belief.... pricey but worth it! and the light show at 8pm is not to be missed. great thing to do if you are not resident in the hotel is buy a visitor pass and it's redeemable on drinks ,5,
"Fastest check-out experience ever. Just drop your keys and form at the designated boxes and you're done! Ours was a high floor corner room in Tower 3 and it offered the best view of the sea, the city, Marina Barrage, and the Gardens by the Bay. It's the best location to just relax and lounge and marvel at the beautiful landscape before you. You get a free access to the Marina Bay Sands Skypark when you book a room--just tap your room keycard upon entering. The best part for us was swimming in the infinity pool and getting the best seat in the house for the light show! You'll never get tired looking at the jaw dropping view of the Singapore skyline. It's really romantic!",5,
"Right now I am lounging at the infinity pool and this is truly spectacular. It is definitely worth to pay up to enjoy staying at this iconic hotel. Even better, by signing up for the Sands membership before you book the hotel, you can enjoy the members rate for as low as S$299, which, is about 50% of the rate I found anywhere else. There are no bad rooms. The garden view is really the garden/ocean view, while the city view allows you a view of the city and at nights a great view of the water and light show.   You are here to enjoy the infinity pool, breakfast on the 57th floor, open air at Spago, where you can see the sunrise in a a chic outdoor setting while eating great food.  Also, the hotel is a few steps from the Gardens by the Bay, another must see visit while here in…",5,
"Oh my.. picture looks so perfect but when you start to queue in for your check in - you will lose patience but at least there is a hotel staff who offers water and juices while you wait which means to say that it will be a forever/long time in the queue . When you pay 700$ Singaporean dollar per night- I was expecting more for the service.   Hotel lobby - I kid you not- the worse look/design I’ve ever seen for a 5 star hotel- I’ll grade it as a 1 star out of 5. It is just like walking in to a tacky restaurant where there is no wow factor.  After checking in-  the elevator service was another wait. I guest with the amount of tourist that they have- our wait time to get in the elevator was close to 5 minutes.  Room was a good size/decent size - air conditioning could be better, we…",2,
